t,1M,6M,1.0Y,2.0Y,3.0Y,5.0Y,10.0Y,20.0Y,25.0Y
1,0.058460474,0.06378667463976008,0.06248792351545847,0.05587545167395125,0.0509406793490538,0.04453824602044909,0.03313031328534894,0.028973838786227415,0.033775673839075454
2,0.058511199720378666,0.06367698393459416,0.06243171732213323,0.05605684915839803,0.051238603206218855,0.04491974218347963,0.03353328569189718,0.029294240186715555,0.03401004408602623
3,0.05856039766527596,0.06398243369403406,0.06276834568383623,0.05628302509838998,0.05137227158372984,0.044951742542117944,0.03342244899028477,0.029169692690778987,0.033947332445508065
4,0.058612036103645085,0.06404839717463413,0.06276196601495743,0.056202652522300695,0.05128065274677761,0.04487451635630496,0.033409922895245046,0.029243571569746444,0.03405880888626069
5,0.058663810970987836,0.06397260944235798,0.06250311164791267,0.05580809387965761,0.05088704793389654,0.04453661419844859,0.033253095516850247,0.029257684475892443,0.03411308914499263
6,0.05871437095642946,0.06402335251726587,0.06260919847064736,0.056027135409751856,0.05112005147173085,0.04472181073764885,0.03325474274259265,0.02909928642370618,0.03390622315967013
7,0.05876493268558028,0.0644061989424364,0.06291154334187872,0.05602129548912013,0.05095360574395256,0.0444309178368355,0.03289142963044588,0.028865495650708922,0.03382043295227099
8,0.05881865903088367,0.06435329860670704,0.06261807616981205,0.05549889019227845,0.05040163089495741,0.04392481561202695,0.032602842826902456,0.028822898453118646,0.03385917543502859
9,0.05887136988398675,0.064909263588957,0.06326134467967427,0.0559571877347244,0.05068038538273634,0.043988107373211606,0.032327942292325766,0.028473047618824892,0.033637683635427275
10,0.0589288736335579,0.06505811828268568,0.06348546588889582,0.05626595378847028,0.05098106853211295,0.04422529703965191,0.032367271988672286,0.028356773492587188,0.03349483307352806
11,0.05898724739212102,0.06530543672588385,0.06370546081804525,0.05635203363252243,0.050972864641404575,0.04410807124609544,0.03208614829038531,0.028045555774029618,0.03324806171749449
12,0.059047420623871145,0.06505640010535636,0.06349650129901604,0.05645733759210207,0.051235321995395794,0.04448118101059345,0.032497950049537185,0.028336968792085093,0.03339252396697776
